document_id,standard_id,standard_number,search_text
DOC-816E622F2E350489,MSV1-816E622F2E350489,IS/ISO 8000 (Part 110):2021,"Standard Number: IS/ISO 8000 (Part 110):2021
Title: Data Quality Part 110: Master data: Exchange of characteristic data: Syntax semantic encoding and conformance to data specification
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-1F2D11D699B73CA7,MSV1-1F2D11D699B73CA7,IS 18627:2024,"Standard Number: IS 18627:2024
Title: Tipping Bucket Rain Gauges - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-A024C5648DE48FB5,MSV1-A024C5648DE48FB5,IS 18629:2024,"Standard Number: IS 18629:2024
Title: Air Quality -- Meteorology --Siting Classifications for Surface Observing Stations on Land
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-92AB7D7273EAB36B,MSV1-92AB7D7273EAB36B,IS 12180 (Part 1):2024,"Standard Number: IS 12180 (Part 1):2024
Title: Tractors for agriculture and forestry - Noise measurement - Method of test Part 1 Noise at the operators position - Survey method (Second Revision)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-88BC582276225A5F,MSV1-88BC582276225A5F,IS 12180 (Part 2):2024,"Standard Number: IS 12180 (Part 2):2024
Title: Tractors for agriculture and forestry- Noise measurement - Method of test part 2 noise emitted when in motion (Second Revision)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-E44D018CB9855113,MSV1-E44D018CB9855113,IS 18621:2024,"Standard Number: IS 18621:2024
Title: Cigarettes — Determination of Selected Carbonyls in the Mainstream Smoke of Cigarettes — Method Using High Performance Liquid Chromatography
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-B554B2E2596C9DE9,MSV1-B554B2E2596C9DE9,IS 18624:2024,"Standard Number: IS 18624:2024
Title: Cigarettes — Determination of Selected Volatile Organic Compounds in the Mainstream Smoke of Cigarettes — Method Using GC/MS
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-8069ED73ED1CB328,MSV1-8069ED73ED1CB328,IS 18625 (Part 2):2024,"Standard Number: IS 18625 (Part 2):2024
Title: Cigarettes — Determination of Benzo[a]Pyrene in Cigarette Mainstream Smoke Using GC/MS : Part 2 Method Using Cyclohexane as Extraction Solvent
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-F27E725530A74BA5,MSV1-F27E725530A74BA5,IS 18626:2024,"Standard Number: IS 18626:2024
Title: Cigarettes — Determination of Selected Phenolic Compounds in Cigarette Mainstream Smoke Using HPLC-FLD
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-AF62A37A996046B4,MSV1-AF62A37A996046B4,IS 18628:2024,"Standard Number: IS 18628:2024
Title: Cigarettes — Determination of Ammonia in Cigarette Mainstream Smoke Using Ion Chromatography
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-8151817E2A27CCF5,MSV1-8151817E2A27CCF5,IS 4931 (Part 3):2024,"Standard Number: IS 4931 (Part 3):2024
Title: Agricultural tractors - Rear-mounted power take-off type 1, 2, 3, and 4 - Part 3 : Main PTO dimensions and spline dimensions, location of PTO (Fourth Revision)
Type: Dimensions
Degree of Equivalence: Identical under dual numbering"
DOC-7360FFC7A07EEBD4,MSV1-7360FFC7A07EEBD4,IS 14980 (Part 1):2024,"Standard Number: IS 14980 (Part 1):2024
Title: Agricultural tractors - Front-mounted equipment Part 1 Power take-off - Safety requirements and clearance zone around PTO (first revision)
Type: Safety Standard
Degree of Equivalence: Identical under dual numbering"
DOC-FA6FF01DBBDE64D6,MSV1-FA6FF01DBBDE64D6,IS 18625 (Part 1):2024,"Standard Number: IS 18625 (Part 1):2024
Title: Cigarettes — Determination of Benzo[A]Pyrene in Cigarette Mainstream Smoke Using GC/MS : Part 1 Method Using Methanol as Extraction Solvent
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-F6152C26086A9750,MSV1-F6152C26086A9750,IS 18663:2024,"Standard Number: IS 18663:2024
Title: Note Sorting Machines- Specifications
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-A3E1DE5CD8B7CDBF,MSV1-A3E1DE5CD8B7CDBF,IS 4681 (Part 2):2024,"Standard Number: IS 4681 (Part 2):2024
Title: Textiles Determination of the recovery from creasing of a folded specimen of fabric by measuring the angle of recovery Part 2 Method of the vertically folded specimen second revision
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-62FC48C1E0AC1573,MSV1-62FC48C1E0AC1573,IS 10061:2024,"Standard Number: IS 10061:2024
Title: Analysis of Unit Rate of Excavation of Tunnels by Cyclic Drilling and Blasting - Proforma (Second Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-4A1C2BA9569FA317,MSV1-4A1C2BA9569FA317,IS 10062:2024,"Standard Number: IS 10062:2024
Title: Proforma for analysis of unit rate of quarrying rock by mechanical means second revision of IS 10062
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-FFAAED57D2C8DA6D,MSV1-FFAAED57D2C8DA6D,IS 10160:2024,"Standard Number: IS 10160:2024
Title: Proforma for analysis of unit rate of earthwork used in construction of river valley projects (first revision of IS 10160)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-9E39AFE2675EF139,MSV1-9E39AFE2675EF139,IS 10386 (Part 6):2020,"Standard Number: IS 10386 (Part 6):2020
Title: Safety code for construction operation and maintenance of river valley projects: Part 6 construction
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-A1DB586BB0B849E0,MSV1-A1DB586BB0B849E0,IS 2006:2024,"Standard Number: IS 2006:2024
Title: Textiles - Quantitative Chemical Analysis - Mixtures of Certain Protein Fibres with Certain Other Fibres (Method Using Hypochlorite) (First Revision)
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-255BDCF14D616120,MSV1-255BDCF14D616120,IS 6273 (Part 3/Sec 2):2023,"Standard Number: IS 6273 (Part 3/Sec 2):2023
Title: Sensory Evaluation of Foods - Guide: Part 3 Statistical Analysis of Data Section 2 Ranking and Scoring Tests
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-71AE2769BBDEC9D5,MSV1-71AE2769BBDEC9D5,IS 906:2024,"Standard Number: IS 906:2024
Title: Portable and Fixed Type Revolving Branch for Fire Fighting - Specification (Fourth Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-F8BCBB2217B706E9,MSV1-F8BCBB2217B706E9,IS 7157:2024,"Standard Number: IS 7157:2024
Title: Portable Pneumatic Grinding Machine - Specification (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2A21B1BA71F5C17B,MSV1-2A21B1BA71F5C17B,IS 9768:2024,"Standard Number: IS 9768:2024
Title: Bulkhead straight body for oil - Hydraulic Couplings Specification (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-538ACB6B7A8DAD79,MSV1-538ACB6B7A8DAD79,IS 13099:2024,"Standard Number: IS 13099:2024
Title: Geometrical product specifications (GPS) -- Geometrical tolerancing -- Pattern and combined geometrical specification (second revision)
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-ACC5E34EE4756ACB,MSV1-ACC5E34EE4756ACB,IS 18606:2024,"Standard Number: IS 18606:2024
Title: Electric Power Train of M and N Category Vehicles - Specific Requirements
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-B9A627BE3CBB8A37,MSV1-B9A627BE3CBB8A37,IS 18590:2024,"Standard Number: IS 18590:2024
Title: Electric Power Train of L Category Vehicles - Specific Requirements
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-80F731F49EF5E2D9,MSV1-80F731F49EF5E2D9,IS 1156:2024,"Standard Number: IS 1156:2024
Title: Pearl Barley - Specification (first revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-272BF5CA62178F0D,MSV1-272BF5CA62178F0D,IS 9555:2024,"Standard Number: IS 9555:2024
Title: Rice Polisher — Specification ( Third Revision )
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-BE4FB950F62D9322,MSV1-BE4FB950F62D9322,IS 10507:2024,"Standard Number: IS 10507:2024
Title: Paddy Separator — Specification and Test Code ( Second Revision )
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-50219E65DDDA97FF,MSV1-50219E65DDDA97FF,IS 11787:2024,"Standard Number: IS 11787:2024
Title: Paddy Dehusker — Rubber Roller Type — Specification ( First Revision )
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2E4ABEBC8DFA6C7E,MSV1-2E4ABEBC8DFA6C7E,IS 12396:2024,"Standard Number: IS 12396:2024
Title: Paddy Cleaners — Specification ( First Revision )
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-8943A5028F1C1C21,MSV1-8943A5028F1C1C21,IS 12411:2024,"Standard Number: IS 12411:2024
Title: Paddy Dehusker — Centrifugal Type — Specification ( First Revision )
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-569A450C2A5622A5,MSV1-569A450C2A5622A5,IS 12792:2024,"Standard Number: IS 12792:2024
Title: Agricultural Produce Milling Machinery — Mini Rice Mill — Specification ( First Revision )
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-EA38586DB0EB42CF,MSV1-EA38586DB0EB42CF,IS 13450 (Part 1/Sec 12):2024,"Standard Number: IS 13450 (Part 1/Sec 12):2024
Title: Medical electrical equipment : Part 1 General requirements for basic safety and essential performance, Section 12 Requirements for medical electrical equipment and medical electrical systems intended for use in the emergency medical services environment
Type: Others
Degree of Equivalence: Modified/Technically Equivalent"
DOC-9F67A9F890F3B703,MSV1-9F67A9F890F3B703,IS 17984 (Part 1):2024,"Standard Number: IS 17984 (Part 1):2024
Title: Industrial furnaces and associated processing equipment - Safety - Part 1: General requirements
Type: Safety Standard
Degree of Equivalence: Identical under dual numbering"
DOC-28C47641F448D8B5,MSV1-28C47641F448D8B5,IS 18488:2024,"Standard Number: IS 18488:2024
Title: GUIDELINES FOR SUBSTATION AUTOMATION SYSTEM BASED ON IEC 61850
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-53328742887E8FE2,MSV1-53328742887E8FE2,IS 18514:2024,"Standard Number: IS 18514:2024
Title: Particle size analysis Dynamic light scattering DLS
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-4F21C71075CAA043,MSV1-4F21C71075CAA043,IS 18200 (Part 1):2024,"Standard Number: IS 18200 (Part 1):2024
Title: Sharps injury protection - Requirements and test methods - Part 1: Single Use Sharps containers
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-1840FE443E473382,MSV1-1840FE443E473382,IS/IEC 63008:2024,"Standard Number: IS/IEC 63008:2024
Title: Household and similar electrical appliances Accessibility of control elements doors lids drawers and handles
Type: Code of Practice
Degree of Equivalence: Identical under single numbering"
DOC-59A865E7036DA113,MSV1-59A865E7036DA113,IS 17017 (Part 31):2024,"Standard Number: IS 17017 (Part 31):2024
Title: ELECTRIC VEHICLE CONDUCTIVE CHARGING SYSTEM Part 31: ac or dc EV supply equipment for where protection relies on electrical separation
Type: Code of Practice
Degree of Equivalence: -"
DOC-63CFF5F58E43CB13,MSV1-63CFF5F58E43CB13,IS 17963:2024,"Standard Number: IS 17963:2024
Title: Managing Fire Risk Related to Photovoltaic (PV) Systems on Buildings
Type: Safety Standard
Degree of Equivalence: Identical under dual numbering"
DOC-9CA1E59F36B260EA,MSV1-9CA1E59F36B260EA,IS 18448 (Part 1):2024,"Standard Number: IS 18448 (Part 1):2024
Title: Medical electrical equipment Diagnostic X-rays Part 1 Determination of quality equivalent filtration and permanent filtration
Type: Methods of Tests
Degree of Equivalence: Modified/Technically Equivalent"
DOC-BFE3E8799DF1ECE9,MSV1-BFE3E8799DF1ECE9,IS 18448 (Part 2):2024,"Standard Number: IS 18448 (Part 2):2024
Title: Medical electrical equipment Diagnostic X-rays Part 2 Guidance and rationale on quality equivalent filtration and permanent filtration
Type: Code of Practice
Degree of Equivalence: Modified/Technically Equivalent"
DOC-FCAB728DD7DEFB4B,MSV1-FCAB728DD7DEFB4B,IS 18478:2024,"Standard Number: IS 18478:2024
Title: Catheter systems for neuraxial application Sterile and single-use catheters and accessories
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-7D7CD79C67B3110E,MSV1-7D7CD79C67B3110E,IS 18504:2024,"Standard Number: IS 18504:2024
Title: Live working Insulating ropes
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-11C083DC576A5860,MSV1-11C083DC576A5860,IS 18506:2024,"Standard Number: IS 18506:2024
Title: Live Working Ladders of Insulating Material
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-4872C4F593E8BFDC,MSV1-4872C4F593E8BFDC,IS 18515:2024,"Standard Number: IS 18515:2024
Title: Live working Telescopic sticks and Telescopic measuring sticks
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-01FE5F84CBE963D2,MSV1-01FE5F84CBE963D2,IS 18520:2024,"Standard Number: IS 18520:2024
Title: Solid Waste Management — Segregation Collection and Utilization at Commercial Facilities (Shops, Markets, Malls etc) — Guidelines Amendment — 1
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-B0E1FB4BE26334C2,MSV1-B0E1FB4BE26334C2,IS 18535:2024,"Standard Number: IS 18535:2024
Title: Clinical dosimetry - Beta radiation sources for brachytherapy
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-87A107E3ECA5A030,MSV1-87A107E3ECA5A030,IS 18555 (Part 12):2024,"Standard Number: IS 18555 (Part 12):2024
Title: Implants for surgery - Metallic materials Part 12 Wrought cobalt-chromium-molybdenum alloy
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-E21CD74B38CBABAD,MSV1-E21CD74B38CBABAD,IS 18555 (Part 14):2024,"Standard Number: IS 18555 (Part 14):2024
Title: Implants for surgery - Metallic materials Part 14 Wrought titanium 15-molybdenum 5-zirconium 3-aluminium alloy
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-8B4CB2A4E5191736,MSV1-8B4CB2A4E5191736,IS/IEC 60867:2024,"Standard Number: IS/IEC 60867:2024
Title: INSULATING LIQUIDS SPECIFICATIONS FOR UNUSED LIQUIDS BASED ON SYNTHETIC AROMATIC HYDROCARBONS
Type: Product Specification
Degree of Equivalence: Identical under single numbering"
DOC-C9A0F20C9AB430FC,MSV1-C9A0F20C9AB430FC,IS 18582 (Part 6):2024,"Standard Number: IS 18582 (Part 6):2024
Title: PPE for firefighters Test methods and requirements for PPE used by firefighters who are at risk of exposure to high levels of heat andor flame while fighting fires occurring in structures Part 6: Footwear
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-B40FBA39351EF0DC,MSV1-B40FBA39351EF0DC,IS 18589 (Part 6):2024,"Standard Number: IS 18589 (Part 6):2024
Title: Wildland firefighting personal protective equipment Requirements and test methods Part 6: Footwear
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-6C2DC1029858E4A1,MSV1-6C2DC1029858E4A1,IS 4851:2024,"Standard Number: IS 4851:2024
Title: Estimating Unit Rate of Concrete Used in Mechanized Construction of River Valley Projects - Proforma (Third Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-36179D0967087ECD,MSV1-36179D0967087ECD,IS 4852:2024,"Standard Number: IS 4852:2024
Title: Estimating Unit Rate of Random Rubble Masonry Used in Construction of River Valley Projects - Proforma (Third Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-A8CEB266CC52BDED,MSV1-A8CEB266CC52BDED,IS 18633:2023,"Standard Number: IS 18633:2023
Title: SMART ARMORY SYSTEM-SPECIFICATION
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-CB3C0FF03F2E95D9,MSV1-CB3C0FF03F2E95D9,IS 1321 (Part 2):2024,"Standard Number: IS 1321 (Part 2):2024
Title: Textiles - Sisal ropes - Specification Part 2 Tarred Varieties Third Revision
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-187C6CB3449D1F28,MSV1-187C6CB3449D1F28,IS 1513:2024,"Standard Number: IS 1513:2024
Title: WOODEN PATTERN EQUIPMENT FOR FOUNDRIES - SPECIFICATION - (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-689488779ED49180,MSV1-689488779ED49180,IS 2819:2024,"Standard Number: IS 2819:2024
Title: Textiles - Braided Cotton Cord - Specification Third Revision
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-A6BDEFF8BBFECD1B,MSV1-A6BDEFF8BBFECD1B,IS 3039:2024,"Standard Number: IS 3039:2024
Title: STRUCTURAL STEEL FOR CONSTRUCTION OF SHIPS - SPECIFICATION (Third revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-34E86D74346A79F6,MSV1-34E86D74346A79F6,IS 3717:2024,"Standard Number: IS 3717:2024
Title: Refined Secondary Lead - Specification (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
